视频id,标题,描述,最新弹幕数量,金币数量,不喜欢,收藏,最高排名,点赞数,目前排名,回复数,分享数,观看数,弹幕内容
av90863991,新型冠状病毒恐吞噬日本全国！日本疫情严峻，呼吁日本民众预防肺炎疫情爆发,日本疫情严峻，新型冠状病毒恐怕吞噬日本全国。致电日本市政府，呼吁日本民众预防疫情爆发！日本市政府疫情负责人表示，已经做好准备应对疫情爆发。,734,240,0,355,0,2831,0,882,197,170757,你这是哪里的口音哇。。。。---小心---日本方言都能说成这样，不愧是我偶像！---日本方言说成这样？！果然是我偶像！---这种方言很好听的感觉啊---從小過的安逸 自然沒免疫力---？日本为啥这么不重视？---好好控制啊！要不又传染回来了！---2%~3%死亡率是全力救冶下的数字，要是放生状态还不知道是多少呢---明白人---
av87269428,韩国新型冠状病毒情况 ?！,关于新型冠状病毒，韩国也采取了很多措施。;;;给大家介绍现在韩国的情况！;;;希望大家好好管理身体，小心身体健康~！我们一定可以的，加油！,285,1001,0,288,0,4140,0,319,182,109197,沙发---哈哈哈哈哈好可爱---组成弹幕---武汉加油，中国加油，邻国加油，世界加油！！---武汉加油---嘿---加油！---你币有啦---哈哈哈---你币有了---
av89154163,小红的新冠状病毒肺炎记忆,BGM：《悲怆奏鸣曲》作者：贝多芬;;;《Themass》作者：Era（此曲非二战德军军歌）,23550,273333,0,84661,8,377855,0,6467,12644,2933260,热干面为热干面加油---兰州拉面给热干面加油---南京咸水鸭给武汉加油---台州梅花糕为武汉热干面加油!---画风突变!武汉加油---莆田卤面为热干面加油---河南烩面为武汉加油---山东大葱为武汉热干面加油！---妙啊---南昌炒粉为热干面加油---
av89491097,大连新型冠状病毒肺炎疫情大连城市宣传片,,4,16,0,16,0,21,0,6,26,879,大连加油！---为大连骄傲---浪漫之都！！---我爱大连---
av85345575,德国冠状病毒研究专家和媒体解读武汉冠状病毒，德国网友集体吃柠檬,目前全世界都在关注武汉肺炎，德国的冠状病毒研究专家和媒体是如何解读呢？再看看德国网友的评论吧！;;;请大家不要恐慌，相信武汉、相信中国一定会渡过难关！,1727,9037,0,2025,0,17676,0,655,612,282908,也不知道怎么统计的。美国流感每年才死亡3万人。但美国人口是德国的6倍。---谢谢德国---谢谢---基建狂魔是说着玩的？---感谢---德国人---谢谢！！！武汉加油！！！！---6666---非常短是多长---那么多？---
av84855271,八尺男儿看完落泪:武汉加油！中国加油！致敬一线医护人员‖新型冠状病毒肺炎,Bgm:我是如此相信，所有素材来自网络,5068,13281,0,8945,0,23054,0,1195,5350,434952,武汉加油---加油！---武汉别怕，武汉加油---武汉加油---眼睛进砖头了，一定要平安，加油！！---武汉加油---武汉加油---武汉加油---武汉加油，中国加油---武汉加油---
av84814231,一次性看懂并解析冠状病毒肺炎CT片子,影像是活病理,1403,32365,0,13669,0,38349,0,1433,12573,557763,动脉氧分压---武汉加油！---如果有呼吸机是不是可以一直把命吊住？---听不懂---亲，磨玻璃影和玻璃样变性是两个东西---靠，都白了实变了---免疫系统是人类最好的医生---跟学习视频一样 边看边点头。若有所思---下呼吸道---抽血就近一步检测啊---
av85609039,借款10几万搞养殖，第一年就遇到新型冠状病毒，这次可能要血本无归,-,1348,6240,0,973,0,13478,0,1371,391,365117,加油！坚持✊！---你一上来就搞的规模太大了---开始弄的时候该规模小一点的，慢慢来，你太急了。现在只能再熬两个月---加油哦---买给我---大部队---不怕。都会过去的---不用送---再等等---不能送---
av86587099,日本怎么报道新型冠状病毒？口罩供应充足吗？【绅士一分钟】,给大家介绍一下最近日本的报道！我们都是一家人，互相帮助一起加油吧！,6455,20447,0,4879,0,43376,0,3195,1561,551182,人类迷惑行为---好的好的想学日文---男性应该也用的好吧别就女性女性的---我现在非常担心日本啊！---给穿防护服的天使们用的---谢谢---哈哈哈哈我刚好赶上她不接受的前一天捐了，结果第二天就发现不接受了---起夜---大吉---就是就是---
av84617470,专家：如何区分普通感冒与新型冠状病毒感染,央视新闻http://news.cctv.com/;;;如何区分普通感冒和新型冠状病毒，新型冠状病毒症状自查,656,258,0,2294,0,5827,0,1667,5088,678166,看来没用上5G？---完了，我好慌---病 例---我咳了一个月了---烟抽多了，咳痰，要不要去医院领盒饭---@异灵术---。。。---湖南安化加油---等于没说，还不如说感冒就去医院---？？？---
av96067421,【中英字幕】崔娃 每日秀 汤姆·汉克斯感染新型冠状病毒 The Daily Show with Trevor Noah,https://twitter.com/TheDailyShow/status/1238256904247414784;;;美国好莱坞著名影星汤姆·汉克斯(TomHanks)和妻子丽塔·威尔逊(RitaWilson)感染新型冠状病毒的消息，终于让很多美国人意识到事态的严重性。对于为什么他们会受到感染，崔娃再次脑洞大开，提出了一个大胆的假说。,106,119,0,637,0,3483,0,124,374,186462,第一---还有身陷孤岛---哈哈，拯救大兵瑞恩和萨利机长---阿甘正传---哈哈---老汤在电影里总是经历各种磨难23333---老汤和老婆真是好莱坞公认的模范夫妻---老汤是在美国的国民度和好感度没话说---哈哈哈哈哈---哈哈哈哈哈哈哈哈---
av84301203,【新闻联播】习近平对新型冠状病毒感染的肺炎疫情作出重要指示,习近平对新型冠状病毒感染的肺炎疫情作出重要指示，强调要把人民群众生命安全和身体健康放在第一位，坚决遏制疫情蔓延势头。,0,28302,0,7707,0,107513,0,0,15750,2064731,
av86221432,「伦敦街访」英国人怎么看新型冠状病毒？来感受疫情下伦敦的现状！,「伦敦街访」英国人怎么看新型冠状病毒？竟然有人没听说过？来感受疫情下伦敦的现状！;;;;;;作为一名摄影Up主，在接下来的日子里我会定期更新更多关于英国，关于摄影的有趣视频！;;;;;;我也会在评论区随即抽取三名观众送出视频中出现的BootsAntiViral防病毒洗手液50ml，一瓶可以用很久哦！;;;希望大家都健健康康的度过这一段时间！,176,273,0,337,0,699,0,124,48,31922,灵魂追问 你咋不带---火钳刘明---这两还算了解---脚膜说别cue我---哈哈哈哈哈哈哈哈 脚膜---我居然在二刷哈哈哈哈---内胡子老头应该知道但是不想评论---我平时还真不爱带口罩---因为英国的boots门店是没有卖的 只有官网有 现在已经断货了---。。。---
av84582040,最新消息！深圳华大基因子公司研制出新型冠状病毒核酸检测试剂盒,网络平台;;;加油中国致敬一线站上！,78,48,0,200,0,3192,0,374,459,377854,为华大基因点赞---华大好棒---点赞---哪里的病毒样板？白老鼠？---加大力度---抗原也得抓紧，刻不容缓---什么时候的玩意拿出来---这是15号的新闻了---加油！---这不是主持人大赛刘仲萌吗---
av84692201,视频教程！新型冠状病毒防护知识,新型冠状病毒来袭，为了家人和朋友，防护从自己做起。口罩该如何选？什么是洗手的正确方式？打喷嚏应该如何遮挡……别着急，干货都在这里，快戳视频，一起学起来！,918,3230,0,4470,0,18710,0,1211,8158,328624,武汉加油！！！---这个动作有难度---加油！！！！一切都会好起来---加油---加油---不难---挺住啊---哈哈哈，这个姿势好搞笑---。---武汉加油---
av88520279,外教误以为镜头对面的学生感染了冠状病毒，瞬间情绪失控痛哭,最近，一位美国外教和中国学生上课视频火了：外教误以为镜头对面的学生感染了新型冠状病毒，瞬间情绪失控失声痛哭。虽然相距万里，但我们并不孤独，感谢这么多人关心和牵挂我们。,9982,19720,0,22232,0,127811,0,2273,4306,1582917,谢谢---谢谢---谢谢---谢谢---谢谢---谢谢---谢谢---我想起我的外教了他真的好好---谢谢---好暖---
av94039447,中国科研团队发现新冠病毒已突变，意味着什么？【冠状病毒篇·第3期】,企划&文案：大家好我是桃子;;;文案润色：未名为名，梁歪叔叔;;;配音：solely9;;;后期：solely9;;;;;;非常感谢其他三位小伙伴对本期视频的大力支持！;;;本期视频的参考资料详见视频末尾。;;;如果小伙伴们对新冠病毒还有其他疑问，欢迎在评论区给我留言~,837,5108,0,3256,0,22337,0,1113,1129,485559,来啦来啦---桃子牛逼---桃子啊，爸爸对你很失望---搜噶---原来如此---一步一步似爪牙，是魔鬼的步伐，是魔鬼的步伐---又是硬核彩蛋---哦---你成功把我逗 乐了---桃子吖，爸爸对你很失望---
av84624679,新型冠状病毒疫情，一张野生动物菜单触目惊心！新型肺炎出现了 武汉华南海鲜市场野生动物菜单引起热议，他们到底吃了什么？,up实在乡音难改，还请大家多多包涵~,6019,2079,0,4272,65,27255,0,4383,6146,1051375,菜单来了→---我c---你们怎么开个动物园---？？？？？？？？---？？？？？？！！！？？？---国士无双---人类非得把自己玩死---666---？？？？---果子狸777---
av86224424,独立游戏 消灭冠状病毒 籽岷试玩,作者：@N_O_V;;;游戏地址：https://novia.itch.io/defeat-virus,512,857,0,621,0,10135,0,1197,77,109545,沙发---我是第一---来了!---第一截图为证---沙发---一分钟烫手啊---来了，好烫！---好棒！---1---1分钟，好烫！---
av95981651,伊斯兰诈骗集团派出一个王牌巫师，装神弄鬼用手抓冠状病毒，表演后已感染，目前正隔离中！,网络;;;笑死我了，网上看到的，分享出来给你们看,0,0,0,0,0,16,0,5,9,478,
av85191875,翻看18年的央视新闻，当时在猪身上也发现过冠状病毒,http://tv.cctv.com/v/v1/VIDEqHGaS6gzKEdORECZ5AVy180406.html;;;;;;正规渠道、官方报道、CCTV2018年4月5日旧闻。直接拖到20分03秒观看。,318,337,0,1750,0,5162,0,1467,3878,495471,.。。。。。---不知道说啥了---没用的，有些人就是那么没脸，偏要吃---南方是有多富有？正常食物满足不了你们了？---升级了---打脸来的有点慢---变异了---神奇啊！！！---武汉人吃蝙蝠吗---多久的新闻多久的新闻---
av87169582,【主播真会玩八卦篇】110：冠状病毒阴霾下，你记住了哪个瞬间？,深度挖掘主播们的日常绯闻与萌点，为你带来最原创的主播趣事，关注主播圈的PY交易，关注微信公众号主播真会玩，合作邮箱：bd@shidatui.com合作VX：shidatuimcnm,9384,171770,0,46626,4,130850,0,4807,14478,1255808,泪目---武汉加油！中国加油！---加油！---有点好听---武汉加油！中国加油！这是中国红，不是红十字红---中国加油！---泪目了---泪目泪目泪目泪目---没弹幕？---致敬---
av96316412,冠状病毒下的WWE丹尼尔yes出场,pp体育;;;喜欢点关注，谢谢啦,11,2,0,22,0,135,0,22,19,16734,尬的一批啊---气氛很尴尬---yesyesyes---感觉有点乖乖的---hhhh---nononono---哈哈哈哈---yes yes yes ye---233333---精神小伙---
av92038008,平时小气的金钟国，为了新冠状病毒防疫，却捐了一亿韩元～,www.bilibili.com;;;喜欢的小伙伴点赞关注哦～,35,19,0,36,0,345,0,111,11,64103,赞---赞---对别人比对自己好---该花就花的类型---钟国哥赞～---钟国哥，赞哦！---对别人很大方的---命中注定洪真英---一亿韩元折人民币是多少---節儉就是美德---
av88114929,山泥若疑似感染冠状病毒！多次询问观众，是否会救他！2020-2-10日,山泥若直播间：DY13703;;;有意见直接私信就行。;;;评论私信都会看。;;;等疫情过去就早点更新。,292,643,0,120,0,932,0,123,88,46436,好傻的碗豪?---害怕---明白---害怕---滚---害怕---我退了，兄弟们，互联网传染---害怕---？？？？？？？？？？---狂！---
av84519926,冠状病毒和非典相似度80%！相信国家,非典记忆年轻的朋友看一看,267,160,0,1507,0,10526,0,1150,536,931998,营销号？---..---哭了，这是护士，被感染了---妻子是护士吗？---唉---心态很好！！！---为什么还押韵---营销号个鬼---这个点了，还有445个人看。大家一定要平安啊---天哪。。。看着好难受---
av84793988,新型冠状病毒为什么这么严重？为什么受到全世界关注？为什么这么可怕？如何避免被传染？冠状病毒？新型冠状病毒？,武汉肺炎为什么这么严重？为什么受到全世界关注？为什么这么可怕？如何避免被传染？;;;就在这几天，武汉肺炎突然引起了全世界的关注。就连加拿大这里的新闻每天说的也都是这个事。这个视频我就来聊聊为什么这次武汉肺炎会这么严重？以及如何避免被这次的肺炎传染。;;;;;;先来说说为什么这次武汉肺炎会这么严重？为什么武汉肺炎会受到全世界的关注？因为这次肺炎的病毒是一种新型冠状病毒。冠状病毒是一大类病毒的总称，因为长得像花冠而得名，长相大概是这样子的。,548,1981,0,1506,0,12363,0,1529,945,353810,沙发---好严肃的样子---后面好多lvren---达尔文主义---同一个地球，扩散开来谁都跑不了---电脑老师教生物---求宁别蹭热度发这种所谓的kip---你在吹口哨吗---吹口哨，听你说话伤神---口哨嘴---
